CANONICAL_ID,VIEWPORT,REFERENCE_FILE,IMPLEMENTATION_FILE,SIDE_BY_SIDE_FILE,DIFF_FILE,REFERENCE_SHA256_16,IMPLEMENTATION_SHA256_16,DRIVE_FILE_ID,DRIVE_FOLDER,READBACK_STATUS
2e,tablet-landscape,references/2e__tablet-landscape__reference.png,implementations/2e__tablet-landscape__implementation.png,side-by-side/2e__tablet-landscape__side-by-side.png,diff/2e__tablet-landscape__diff.png,8a08e7584f954ac9,5a269b599e1381ed,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2f,mobile,references/2f__mobile__reference.png,implementations/2f__mobile__implementation.png,side-by-side/2f__mobile__side-by-side.png,diff/2f__mobile__diff.png,3050e8f67bffd9ab,54e5e09bb02daef5,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2f,tablet-portrait,references/2f__tablet-portrait__reference.png,implementations/2f__tablet-portrait__implementation.png,side-by-side/2f__tablet-portrait__side-by-side.png,diff/2f__tablet-portrait__diff.png,633f4eda641c49a3,11b9d68341cecf22,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2f,tablet-landscape,references/2f__tablet-landscape__reference.png,implementations/2f__tablet-landscape__implementation.png,side-by-side/2f__tablet-landscape__side-by-side.png,diff/2f__tablet-landscape__diff.png,a0b62769121680be,f5019a54e41919d5,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2g,mobile,references/2g__mobile__reference.png,implementations/2g__mobile__implementation.png,side-by-side/2g__mobile__side-by-side.png,diff/2g__mobile__diff.png,c9223bb2eb50c718,7c99e5ffcd583b7a,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2g,tablet-portrait,references/2g__tablet-portrait__reference.png,implementations/2g__tablet-portrait__implementation.png,side-by-side/2g__tablet-portrait__side-by-side.png,diff/2g__tablet-portrait__diff.png,40cecaa1536124f2,f51284a8a4f38f1c,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2g,tablet-landscape,references/2g__tablet-landscape__reference.png,implementations/2g__tablet-landscape__implementation.png,side-by-side/2g__tablet-landscape__side-by-side.png,diff/2g__tablet-landscape__diff.png,87f722d9285d3f76,6fc41d0c4ec2cc8f,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2h,mobile,references/2h__mobile__reference.png,implementations/2h__mobile__implementation.png,side-by-side/2h__mobile__side-by-side.png,diff/2h__mobile__diff.png,1c2adef7143c627d,9e721eaa7006e0fa,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2h,tablet-portrait,references/2h__tablet-portrait__reference.png,implementations/2h__tablet-portrait__implementation.png,side-by-side/2h__tablet-portrait__side-by-side.png,diff/2h__tablet-portrait__diff.png,ddc9b4d1b5649b13,bfd07de9449b41a5,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2h,tablet-landscape,references/2h__tablet-landscape__reference.png,implementations/2h__tablet-landscape__implementation.png,side-by-side/2h__tablet-landscape__side-by-side.png,diff/2h__tablet-landscape__diff.png,7b9101facebe5919,3ac0abad7d90fcc1,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2i,mobile,references/2i__mobile__reference.png,implementations/2i__mobile__implementation.png,side-by-side/2i__mobile__side-by-side.png,diff/2i__mobile__diff.png,ad6c67fde32d3ab4,40ebe2fd2af40e89,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2i,tablet-portrait,references/2i__tablet-portrait__reference.png,implementations/2i__tablet-portrait__implementation.png,side-by-side/2i__tablet-portrait__side-by-side.png,diff/2i__tablet-portrait__diff.png,a124edd69c7d0808,0471273d7e31c2cf,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2i,tablet-landscape,references/2i__tablet-landscape__reference.png,implementations/2i__tablet-landscape__implementation.png,side-by-side/2i__tablet-landscape__side-by-side.png,diff/2i__tablet-landscape__diff.png,22559213e3b94eb7,78375adfd3ea65ab,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2j,mobile,references/2j__mobile__reference.png,implementations/2j__mobile__implementation.png,side-by-side/2j__mobile__side-by-side.png,diff/2j__mobile__diff.png,3c11a34310510b4f,e57c7ec33e41c578,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2j,tablet-portrait,references/2j__tablet-portrait__reference.png,implementations/2j__tablet-portrait__implementation.png,side-by-side/2j__tablet-portrait__side-by-side.png,diff/2j__tablet-portrait__diff.png,99022bc1a68dc396,785af70c6ae50f43,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2j,tablet-landscape,references/2j__tablet-landscape__reference.png,implementations/2j__tablet-landscape__implementation.png,side-by-side/2j__tablet-landscape__side-by-side.png,diff/2j__tablet-landscape__diff.png,8ef1530e8ca82edc,89b5e5372d261b32,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2k,mobile,references/2k__mobile__reference.png,implementations/2k__mobile__implementation.png,side-by-side/2k__mobile__side-by-side.png,diff/2k__mobile__diff.png,8d5aab98c3ea0e25,2e7b8c8b0fedf7eb,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2k,tablet-portrait,references/2k__tablet-portrait__reference.png,implementations/2k__tablet-portrait__implementation.png,side-by-side/2k__tablet-portrait__side-by-side.png,diff/2k__tablet-portrait__diff.png,3b1999f374ee2bcc,1385b5f9b0ab8096,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2k,tablet-landscape,references/2k__tablet-landscape__reference.png,implementations/2k__tablet-landscape__implementation.png,side-by-side/2k__tablet-landscape__side-by-side.png,diff/2k__tablet-landscape__diff.png,27bf9f9c2d00b6a2,f4a130eb238829f1,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2l,mobile,references/2l__mobile__reference.png,implementations/2l__mobile__implementation.png,side-by-side/2l__mobile__side-by-side.png,diff/2l__mobile__diff.png,f829f628fe4d96b0,2fc2ba696e58136a,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2l,tablet-portrait,references/2l__tablet-portrait__reference.png,implementations/2l__tablet-portrait__implementation.png,side-by-side/2l__tablet-portrait__side-by-side.png,diff/2l__tablet-portrait__diff.png,205e2c3b92a02c78,76ddf39101c6dbfa,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2l,tablet-landscape,references/2l__tablet-landscape__reference.png,implementations/2l__tablet-landscape__implementation.png,side-by-side/2l__tablet-landscape__side-by-side.png,diff/2l__tablet-landscape__diff.png,d90d729338317e21,27dcade1856f78df,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2m,mobile,references/2m__mobile__reference.png,implementations/2m__mobile__implementation.png,side-by-side/2m__mobile__side-by-side.png,diff/2m__mobile__diff.png,b11b17613b29e5c8,c143e7d84e1bbd43,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2m,tablet-portrait,references/2m__tablet-portrait__reference.png,implementations/2m__tablet-portrait__implementation.png,side-by-side/2m__tablet-portrait__side-by-side.png,diff/2m__tablet-portrait__diff.png,f2700f19731c6dfa,9141c06d3f767484,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2m,tablet-landscape,references/2m__tablet-landscape__reference.png,implementations/2m__tablet-landscape__implementation.png,side-by-side/2m__tablet-landscape__side-by-side.png,diff/2m__tablet-landscape__diff.png,3593d309ed51a3c1,33e30acae24166aa,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2n,mobile,references/2n__mobile__reference.png,implementations/2n__mobile__implementation.png,side-by-side/2n__mobile__side-by-side.png,diff/2n__mobile__diff.png,1f4956ea0fafbe35,f8639fe9da02d5e3,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2n,tablet-portrait,references/2n__tablet-portrait__reference.png,implementations/2n__tablet-portrait__implementation.png,side-by-side/2n__tablet-portrait__side-by-side.png,diff/2n__tablet-portrait__diff.png,e214effd2f3708d8,041f7339b179ca76,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2n,tablet-landscape,references/2n__tablet-landscape__reference.png,implementations/2n__tablet-landscape__implementation.png,side-by-side/2n__tablet-landscape__side-by-side.png,diff/2n__tablet-landscape__diff.png,883a69cf0f336e0d,812697e37c69542d,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2o,mobile,references/2o__mobile__reference.png,implementations/2o__mobile__implementation.png,side-by-side/2o__mobile__side-by-side.png,diff/2o__mobile__diff.png,a90e12b850b3b906,bb8d3c868e2a25c2,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2o,tablet-portrait,references/2o__tablet-portrait__reference.png,implementations/2o__tablet-portrait__implementation.png,side-by-side/2o__tablet-portrait__side-by-side.png,diff/2o__tablet-portrait__diff.png,7d61f2f8085b8e54,1f38dda0b5b23b8f,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2o,tablet-landscape,references/2o__tablet-landscape__reference.png,implementations/2o__tablet-landscape__implementation.png,side-by-side/2o__tablet-landscape__side-by-side.png,diff/2o__tablet-landscape__diff.png,fb6308a89998cff7,c178e1235bfaef37,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2p,mobile,references/2p__mobile__reference.png,implementations/2p__mobile__implementation.png,side-by-side/2p__mobile__side-by-side.png,diff/2p__mobile__diff.png,5254a3b70e32a2ad,f4641037cd46c93d,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2p,tablet-portrait,references/2p__tablet-portrait__reference.png,implementations/2p__tablet-portrait__implementation.png,side-by-side/2p__tablet-portrait__side-by-side.png,diff/2p__tablet-portrait__diff.png,1554a7a6d52a6270,4601113eb8ca0270,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2p,tablet-landscape,references/2p__tablet-landscape__reference.png,implementations/2p__tablet-landscape__implementation.png,side-by-side/2p__tablet-landscape__side-by-side.png,diff/2p__tablet-landscape__diff.png,1e3d7ff11d8373d2,d6dcae200a453114,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2q,mobile,references/2q__mobile__reference.png,implementations/2q__mobile__implementation.png,side-by-side/2q__mobile__side-by-side.png,diff/2q__mobile__diff.png,d39448fc5279751a,0f850a7348422fa0,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2q,tablet-portrait,references/2q__tablet-portrait__reference.png,implementations/2q__tablet-portrait__implementation.png,side-by-side/2q__tablet-portrait__side-by-side.png,diff/2q__tablet-portrait__diff.png,fb1731ce8e3d5467,3fae0dec0aca9280,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2q,tablet-landscape,references/2q__tablet-landscape__reference.png,implementations/2q__tablet-landscape__implementation.png,side-by-side/2q__tablet-landscape__side-by-side.png,diff/2q__tablet-landscape__diff.png,e95f440001716fad,08b82fd2dafded84,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2r,mobile,references/2r__mobile__reference.png,implementations/2r__mobile__implementation.png,side-by-side/2r__mobile__side-by-side.png,diff/2r__mobile__diff.png,591e13dee73b216f,fa721d4515cc0059,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2r,tablet-portrait,references/2r__tablet-portrait__reference.png,implementations/2r__tablet-portrait__implementation.png,side-by-side/2r__tablet-portrait__side-by-side.png,diff/2r__tablet-portrait__diff.png,d2f128a60d104aa0,24a30abe15ed1c57,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2r,tablet-landscape,references/2r__tablet-landscape__reference.png,implementations/2r__tablet-landscape__implementation.png,side-by-side/2r__tablet-landscape__side-by-side.png,diff/2r__tablet-landscape__diff.png,0cb4aa6d7bfbeb90,3c7f537aa9923486,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2s,mobile,references/2s__mobile__reference.png,implementations/2s__mobile__implementation.png,side-by-side/2s__mobile__side-by-side.png,diff/2s__mobile__diff.png,35fa307f30da35ec,77dab1dbd42c7587,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2s,tablet-portrait,references/2s__tablet-portrait__reference.png,implementations/2s__tablet-portrait__implementation.png,side-by-side/2s__tablet-portrait__side-by-side.png,diff/2s__tablet-portrait__diff.png,16d58fd74ebe8e35,e379a271244155eb,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2s,tablet-landscape,references/2s__tablet-landscape__reference.png,implementations/2s__tablet-landscape__implementation.png,side-by-side/2s__tablet-landscape__side-by-side.png,diff/2s__tablet-landscape__diff.png,e944b51b82bd33be,b3cd876382fbc944,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2t,mobile,references/2t__mobile__reference.png,implementations/2t__mobile__implementation.png,side-by-side/2t__mobile__side-by-side.png,diff/2t__mobile__diff.png,7a1deac9b47ea21e,eb91215c537bed93,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2t,tablet-portrait,references/2t__tablet-portrait__reference.png,implementations/2t__tablet-portrait__implementation.png,side-by-side/2t__tablet-portrait__side-by-side.png,diff/2t__tablet-portrait__diff.png,40d6b6d863eb29fb,901a84aeeefe1135,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2t,tablet-landscape,references/2t__tablet-landscape__reference.png,implementations/2t__tablet-landscape__implementation.png,side-by-side/2t__tablet-landscape__side-by-side.png,diff/2t__tablet-landscape__diff.png,d166a6531ab0308d,12c87c1920f541d9,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2u,mobile,references/2u__mobile__reference.png,implementations/2u__mobile__implementation.png,side-by-side/2u__mobile__side-by-side.png,diff/2u__mobile__diff.png,844b4717f41587cb,2e874d67789c2045,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2u,tablet-portrait,references/2u__tablet-portrait__reference.png,implementations/2u__tablet-portrait__implementation.png,side-by-side/2u__tablet-portrait__side-by-side.png,diff/2u__tablet-portrait__diff.png,293de2c75ef12924,06735806a7bafa9b,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2u,tablet-landscape,references/2u__tablet-landscape__reference.png,implementations/2u__tablet-landscape__implementation.png,side-by-side/2u__tablet-landscape__side-by-side.png,diff/2u__tablet-landscape__diff.png,5a638c8da9f351eb,f46a32678cf23212,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2v,mobile,references/2v__mobile__reference.png,implementations/2v__mobile__implementation.png,side-by-side/2v__mobile__side-by-side.png,diff/2v__mobile__diff.png,67a1b0f47fbe23a3,230aea69885ce592,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2v,tablet-portrait,references/2v__tablet-portrait__reference.png,implementations/2v__tablet-portrait__implementation.png,side-by-side/2v__tablet-portrait__side-by-side.png,diff/2v__tablet-portrait__diff.png,cabba0136ff118a2,11f8769cbf2c650b,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2v,tablet-landscape,references/2v__tablet-landscape__reference.png,implementations/2v__tablet-landscape__implementation.png,side-by-side/2v__tablet-landscape__side-by-side.png,diff/2v__tablet-landscape__diff.png,94c6cded6ef81324,4bc492eec6b17463,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2w,mobile,references/2w__mobile__reference.png,implementations/2w__mobile__implementation.png,side-by-side/2w__mobile__side-by-side.png,diff/2w__mobile__diff.png,111c8491b7d677e1,19f15f5655516a0d,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2w,tablet-portrait,references/2w__tablet-portrait__reference.png,implementations/2w__tablet-portrait__implementation.png,side-by-side/2w__tablet-portrait__side-by-side.png,diff/2w__tablet-portrait__diff.png,6e7d2c74b4b8d671,8affbb64becc433f,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2w,tablet-landscape,references/2w__tablet-landscape__reference.png,implementations/2w__tablet-landscape__implementation.png,side-by-side/2w__tablet-landscape__side-by-side.png,diff/2w__tablet-landscape__diff.png,4ed5b12edfb0e80e,6b1ce055fd9e8b93,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2x,mobile,references/2x__mobile__reference.png,implementations/2x__mobile__implementation.png,side-by-side/2x__mobile__side-by-side.png,diff/2x__mobile__diff.png,fdc842990e4c28e1,45b9bff8d770b5df,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2x,tablet-portrait,references/2x__tablet-portrait__reference.png,implementations/2x__tablet-portrait__implementation.png,side-by-side/2x__tablet-portrait__side-by-side.png,diff/2x__tablet-portrait__diff.png,85acf7e930f11db3,76ac12ebb100b506,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2x,tablet-landscape,references/2x__tablet-landscape__reference.png,implementations/2x__tablet-landscape__implementation.png,side-by-side/2x__tablet-landscape__side-by-side.png,diff/2x__tablet-landscape__diff.png,7ae94b96ab151dc8,9a98e6adc4a1b0ac,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2y,mobile,references/2y__mobile__reference.png,implementations/2y__mobile__implementation.png,side-by-side/2y__mobile__side-by-side.png,diff/2y__mobile__diff.png,988771e6fa6b930c,2becf7e11ad9c1b0,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2y,tablet-portrait,references/2y__tablet-portrait__reference.png,implementations/2y__tablet-portrait__implementation.png,side-by-side/2y__tablet-portrait__side-by-side.png,diff/2y__tablet-portrait__diff.png,f45895fbd7b16259,c0da8884cc984609,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2y,tablet-landscape,references/2y__tablet-landscape__reference.png,implementations/2y__tablet-landscape__implementation.png,side-by-side/2y__tablet-landscape__side-by-side.png,diff/2y__tablet-landscape__diff.png,cf61d00954a2438c,761f1003b920769b,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2z,mobile,references/2z__mobile__reference.png,implementations/2z__mobile__implementation.png,side-by-side/2z__mobile__side-by-side.png,diff/2z__mobile__diff.png,0912cac6a5958ec0,79a1d29948c756ae,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2z,tablet-portrait,references/2z__tablet-portrait__reference.png,implementations/2z__tablet-portrait__implementation.png,side-by-side/2z__tablet-portrait__side-by-side.png,diff/2z__tablet-portrait__diff.png,27b49b8ed63b256a,1b879523ca0fea4b,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
2z,tablet-landscape,references/2z__tablet-landscape__reference.png,implementations/2z__tablet-landscape__implementation.png,side-by-side/2z__tablet-landscape__side-by-side.png,diff/2z__tablet-landscape__diff.png,a607e6367e4684e9,43d82077a543f889,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3a,mobile,references/3a__mobile__reference.png,implementations/3a__mobile__implementation.png,side-by-side/3a__mobile__side-by-side.png,diff/3a__mobile__diff.png,c895d78869757903,bb275f4632f376d1,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3a,tablet-portrait,references/3a__tablet-portrait__reference.png,implementations/3a__tablet-portrait__implementation.png,side-by-side/3a__tablet-portrait__side-by-side.png,diff/3a__tablet-portrait__diff.png,21964656ba90ace8,0aeb836f7844e279,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3a,tablet-landscape,references/3a__tablet-landscape__reference.png,implementations/3a__tablet-landscape__implementation.png,side-by-side/3a__tablet-landscape__side-by-side.png,diff/3a__tablet-landscape__diff.png,4d74947dacddca12,a7926ac634a6e236,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3b,mobile,references/3b__mobile__reference.png,implementations/3b__mobile__implementation.png,side-by-side/3b__mobile__side-by-side.png,diff/3b__mobile__diff.png,8d29950b4927b745,fdc3fa50a4099d8b,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3b,tablet-portrait,references/3b__tablet-portrait__reference.png,implementations/3b__tablet-portrait__implementation.png,side-by-side/3b__tablet-portrait__side-by-side.png,diff/3b__tablet-portrait__diff.png,895309316cfbcd35,26026805382c3be1,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3b,tablet-landscape,references/3b__tablet-landscape__reference.png,implementations/3b__tablet-landscape__implementation.png,side-by-side/3b__tablet-landscape__side-by-side.png,diff/3b__tablet-landscape__diff.png,baf92a857af735d2,235819c5dfb0c287,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3c,mobile,references/3c__mobile__reference.png,implementations/3c__mobile__implementation.png,side-by-side/3c__mobile__side-by-side.png,diff/3c__mobile__diff.png,e78743cdad3162da,dfaf0d2f195c8b2c,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3c,tablet-portrait,references/3c__tablet-portrait__reference.png,implementations/3c__tablet-portrait__implementation.png,side-by-side/3c__tablet-portrait__side-by-side.png,diff/3c__tablet-portrait__diff.png,f0ef758e08a65289,5fad865cdf2d5ae5,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3c,tablet-landscape,references/3c__tablet-landscape__reference.png,implementations/3c__tablet-landscape__implementation.png,side-by-side/3c__tablet-landscape__side-by-side.png,diff/3c__tablet-landscape__diff.png,468391f5b23132f7,dae6f2e512cb41cd,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3d,mobile,references/3d__mobile__reference.png,implementations/3d__mobile__implementation.png,side-by-side/3d__mobile__side-by-side.png,diff/3d__mobile__diff.png,ecc69581bbd4f558,720e87d6fb2416fe,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3d,tablet-portrait,references/3d__tablet-portrait__reference.png,implementations/3d__tablet-portrait__implementation.png,side-by-side/3d__tablet-portrait__side-by-side.png,diff/3d__tablet-portrait__diff.png,fdec72406d60f9f7,7c187ee8e62a9ad8,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3d,tablet-landscape,references/3d__tablet-landscape__reference.png,implementations/3d__tablet-landscape__implementation.png,side-by-side/3d__tablet-landscape__side-by-side.png,diff/3d__tablet-landscape__diff.png,4a98c334f4d207a4,97f3f0bc4cb82b21,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3e,mobile,references/3e__mobile__reference.png,implementations/3e__mobile__implementation.png,side-by-side/3e__mobile__side-by-side.png,diff/3e__mobile__diff.png,d3dcd6d1f20cf914,b65bf9d70af65672,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3e,tablet-portrait,references/3e__tablet-portrait__reference.png,implementations/3e__tablet-portrait__implementation.png,side-by-side/3e__tablet-portrait__side-by-side.png,diff/3e__tablet-portrait__diff.png,500ac8ff3dd5d531,e416b1b400eb0294,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3e,tablet-landscape,references/3e__tablet-landscape__reference.png,implementations/3e__tablet-landscape__implementation.png,side-by-side/3e__tablet-landscape__side-by-side.png,diff/3e__tablet-landscape__diff.png,5ad6715e2027e491,7edd6304d79b77f0,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3f,mobile,references/3f__mobile__reference.png,implementations/3f__mobile__implementation.png,side-by-side/3f__mobile__side-by-side.png,diff/3f__mobile__diff.png,c425349ee47692d3,5173545ae8ef5a49,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3f,tablet-portrait,references/3f__tablet-portrait__reference.png,implementations/3f__tablet-portrait__implementation.png,side-by-side/3f__tablet-portrait__side-by-side.png,diff/3f__tablet-portrait__diff.png,d6d1923743f3e74f,5300534a079a41a3,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3f,tablet-landscape,references/3f__tablet-landscape__reference.png,implementations/3f__tablet-landscape__implementation.png,side-by-side/3f__tablet-landscape__side-by-side.png,diff/3f__tablet-landscape__diff.png,e73dc90e914b0a6e,5300534a079a41a3,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3g,mobile,references/3g__mobile__reference.png,implementations/3g__mobile__implementation.png,side-by-side/3g__mobile__side-by-side.png,diff/3g__mobile__diff.png,3e119088d07b481d,afac07e4f916c3a9,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3g,tablet-portrait,references/3g__tablet-portrait__reference.png,implementations/3g__tablet-portrait__implementation.png,side-by-side/3g__tablet-portrait__side-by-side.png,diff/3g__tablet-portrait__diff.png,9b72fb910bdc541e,4001bb9a330a71b0,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3g,tablet-landscape,references/3g__tablet-landscape__reference.png,implementations/3g__tablet-landscape__implementation.png,side-by-side/3g__tablet-landscape__side-by-side.png,diff/3g__tablet-landscape__diff.png,849045b9ca343d5c,e6b81d246bc28751,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3h,mobile,references/3h__mobile__reference.png,implementations/3h__mobile__implementation.png,side-by-side/3h__mobile__side-by-side.png,diff/3h__mobile__diff.png,4076a52f8efbb272,ce2669d32432af15,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3h,tablet-portrait,references/3h__tablet-portrait__reference.png,implementations/3h__tablet-portrait__implementation.png,side-by-side/3h__tablet-portrait__side-by-side.png,diff/3h__tablet-portrait__diff.png,64cce432d158bc25,6b3c6dad3e456623,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3h,tablet-landscape,references/3h__tablet-landscape__reference.png,implementations/3h__tablet-landscape__implementation.png,side-by-side/3h__tablet-landscape__side-by-side.png,diff/3h__tablet-landscape__diff.png,57e68c644c58abde,6b3c6dad3e456623,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3i,mobile,references/3i__mobile__reference.png,implementations/3i__mobile__implementation.png,side-by-side/3i__mobile__side-by-side.png,diff/3i__mobile__diff.png,fc2cc10580c0cae2,8dfe1462c1a6e951,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3i,tablet-portrait,references/3i__tablet-portrait__reference.png,implementations/3i__tablet-portrait__implementation.png,side-by-side/3i__tablet-portrait__side-by-side.png,diff/3i__tablet-portrait__diff.png,30f58953081c8609,94ac7b7a8458f74a,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3i,tablet-landscape,references/3i__tablet-landscape__reference.png,implementations/3i__tablet-landscape__implementation.png,side-by-side/3i__tablet-landscape__side-by-side.png,diff/3i__tablet-landscape__diff.png,ee2e88a0061ce912,072f58d5817048bd,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3j,mobile,references/3j__mobile__reference.png,implementations/3j__mobile__implementation.png,side-by-side/3j__mobile__side-by-side.png,diff/3j__mobile__diff.png,36577d85fbd58ad3,c75c0b7304ca0d77,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3j,tablet-portrait,references/3j__tablet-portrait__reference.png,implementations/3j__tablet-portrait__implementation.png,side-by-side/3j__tablet-portrait__side-by-side.png,diff/3j__tablet-portrait__diff.png,73c26871d07d87d2,d6b59c8930a3c916,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3j,tablet-landscape,references/3j__tablet-landscape__reference.png,implementations/3j__tablet-landscape__implementation.png,side-by-side/3j__tablet-landscape__side-by-side.png,diff/3j__tablet-landscape__diff.png,1034b908d55e1b77,64cee1e605d08157,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3k,mobile,references/3k__mobile__reference.png,implementations/3k__mobile__implementation.png,side-by-side/3k__mobile__side-by-side.png,diff/3k__mobile__diff.png,1b10b7a8d192703c,79d586b240420777,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
3k,tablet-portrait,references/3k__tablet-portrait__reference.png,implementations/3k__tablet-portrait__implementation.png,side-by-side/3k__tablet-portrait__side-by-side.png,diff/3k__tablet-portrait__diff.png,23320583e0887259,8ab1575d7e27a1ea,NOT_UPLOADED,NOT_UPLOADED,NOT_PERFORMED
